0,1,2,3,4,5,6
石川県図書館週間,図書館週間　十一月一日ヨリ七日マデ　生カセ図書館親シメ読書　石川県　石川県図書館協会<金沢>明治印刷株式会社印行,,,76.5×34.5cm,,po002424
図書館週間,"図書館週間　歌麿筆　日本図書館協会　東京銀座三間印刷所製　
※下辺に250*335サイズの用紙貼付有
昭和四年　図書館週間　講演及映画の会（東京市社会教育課東京市立図書館主催）四日午後二時より　三越ホール　日本橋區駿河町　講演　劇と映画の沓掛時次郎に就いて　長谷川伸氏　映画　沓掛時次郎　全八巻　五日　午後一時より　京橋公会堂　講演　京橋の昔と今　五日　午後六時より　市政会館講堂　講演　日本の剣客は誰れが強いか　映画　明歴風流陣　全十巻　展覧会　自一日至三日　大橋図書館　江戸城内装飾画展覧会　自四日至六日　京橋図書館　京橋區史料展覧会　選定図書展列　自一日至七日　東京堂、丸善、冨山房、三省堂、松坂屋、松屋、三越、白木屋　日本図書館協会　入場無料",,1934年,76.0×34.5cm,,po002425
図書館週間,図書館週間　昭和八年十一月一日ヨリ七日マデ　読書の相談は図書館へ　社団法人日本図書館協会　後援　文部省　東京築地活版製造所印刷,,1933年,78.5×34.5cm,,po002426
秋田県立秋田図書館,秋田県立秋田図書館　生活の向上は読書から　秋田県立秋田図書館　秋田県立秋田図書館案内　本館正面・明治天皇聖蹟碑　本館施設經営の方針　普通閲覧室　講堂使用ノ一例・図書講習会　特別施設ノ一例・下濱海濱文庫　本館児童室　昭和六年十一月自十一日至十七日第八回図書館週間記念頒布　秋田・中安印刷所印刷,,,76.5×35.5cm,,po002427
朝鮮図書館週間,全國一斉図書館週間　読書に生きよ！　昭和九年　十一月一日ヨリ　同七日マデ　朝鮮図書館研究会　Ryo,,,76.0×34.5cm,,po002428
台湾図書館週間,図書館週間　一月十一日ヨリ十七日マデ　一日一頁　主唱　台湾図書館協会　台湾教育会　,,,77.5×25.5cm,,po002429
山形県図書館週間,"親シメ読書　図書館週間　十一月一日ヨリ七日マデ　山形県立図書館　山形県図書館協会
大仁堂印刷",,,79.5×26.0cm,,po002430
長崎県図書館週間,図書館週間　11月1日－11月7日　生かせ！読書を生活に！　Ken　長崎県中央図書館　同囘覧文庫,,,54.0×25.0cm,,po002431
台湾図書館週間,図書館週間　一月十一日ヨリ十七日マデ　主唱　台湾図書館協会　台湾教育会　台湾總督府図書館,,,77.5×25.5cm,,po002432
読書週間,読書週間　十一月六日から十二日まで　展覧会　毎日午前九時から午後五時まで　六日から十二日まで　昭和婦人風俗版畫展覧会　会場　神田區表神保町　東京堂　八日から十日まで　舞楽装束絵巻展覧会　麹町區九段下牛ヶ淵公園前　大橋図書館　図書展列　東京堂　三省堂　冨山房　丸善株式会社　岩松堂　その他　特殊閲覧室開設　當分午前九時から午後四時まで　研究室設置（有料）　児童室開設（無料）　学生自習室創設（無料）　主催　大橋図書館　九段下所在,,,49.5×24.5cm,,po002433
読書週間,更正ハ読書ヨリ　十一月一日ヨリ　七日マデ　山形県中央図書館　山形県図書館協会　山形大仁堂印刷,,,77.0×26.0cm,,po002434
移動文庫,福島県立図書館　移動文庫　読め！時を惜んで！　場所　期日,,,77.0×34.5cm,,po002435
外山滋ヴァイオリン演奏会,外山滋ヴァイオリン演奏会　ピアノ・池本純子　4月11・12日　PM・6.30　H.B.C.ラジオ劇場　5月例会は東京交響楽団演奏会　良い音楽をより安く・みんなの　函館勤労者音楽協議会　事務所　函館市東雲町5番地　TET（2）0510　KOUZOU　Kba　外山滋曲目　悪魔のトリル　協奏曲（ニ短調）　奏鳴曲（スプリング）　踊る人形　愛の悲しみ　カプリースNo.9　第一狂詩曲,,,72.5×51.0cm,,po002436
関西学院グリークラブ　合唱演奏会,関西学院グリークラブ　合唱演奏会　KWANSEIGAKUIN GLEECLUB　RECITAL　7月9日P.M.　6.30　於　HBCラジオ劇場　主催　函館芸術協会　山葉ピアノ　日本楽器,,,75.5×53.0cm,,po002437
大谷冽子　ソプラノ独唱会,"大谷冽子　ソプラノ独唱会　KIYOKO OTANI recital　曲目　歌劇「フイガロの結婚」より　モーツアルト　歌劇「フアスト」より　宝石の歌　グノー　…
６月１２・１３日　６時半　会場　H・B・Cホール　函館芸術協会６月会員鑑賞会　会員申込は東雲町１２浅井薬局内芸協TEL1807　提供　北海道芸術鑑賞協会　東芝レコード　エンジェル・キャピトル",,,75.0×52.0cm,,po002438
労音　６月例会,労音　６月例会　日本のペニー・グッドマンをめざす誠実な演奏　洗練された都会的なスマートさとスイング感　鈴木章治とリズム・エース　みんなでつくる音楽の楽しみ　入会希望者は労音事務局にお申込下さい　函館勤労者音楽協議会　函館市東雲町五ノ一　篠木ビルTEL（２）１６７８　年に１度、三管編成による交響曲の饗宴　過去５年間のアンケートのトップを占めてきた待望の名指揮者とオーケストラの組合せ　名交響曲の夕べ　東京フィルハーモニー交響楽団　指揮・大町陽一郎　６月７日（日）P.M６．３０　”禁じられた遊び”で有名なイエペスの唯１人の愛弟子　日本が誇る若手ギターの第１人者　小原聖子　小原聖子ギター・リサイタル　６月２４日（水）P.M.６．３０　HBCホール,,,76.5×53.0cm,,po002439
グランドトリオの夕,"９月鑑賞会　安川加嘉子　ジャンヌ・イスナール　鈴木聡　グランドトリオの夕　プログラム　モーツアルト　ピアノ三重奏曲　ト長調　ベートーヴエン　チエロ奏鳴曲　第３番　…
於HBCラジオ劇場　９月１１日P・M・６・３０　函館芸術協会９月会員鑑賞会　主催　函館芸術協会　提供　北海道芸術鑑賞協会　東芝レコード　エンジェル・キャピトル",,,76.0×52.5cm,,po002440
スタア誕生,"CINEMASCOPEシネマスコープ　総天然色　スタア誕生　映画史上燐然と聳える世紀の豪華巨篇！！涙に綴られた感動の大ドラマ！！　ジュディ・ガーランド　ジェイムズ・メイスン　主演　ジャック・カースン　チャールズ・ビックフォード　共演　監督　ジョウジ・キュウカア　製作　シドニイ・ラフト　脚本　モス・ハアト　音楽監督　レイ・ハインドウフ　作詞　アイラ・ガアシュイン　作曲　ハロルド・アーレン　主題歌　コロムビアレコード　A Star is Born　ワーナー・ブラザーズ映画配給
※下辺に245*255サイズの用紙貼付有
映画会の純益で五稜（欠損）小人動物園をつく（欠損）　文部省選定本年度最高優（欠損）　誰が見ても感銘に心うたれる名作！シネマスコープ始って以来の傑作　スタア誕（欠損）　全市民のご協力お願い申します★（欠損）　主催　子供動物園設立期成会　函館市教育委員会　北海道新聞社",,,73.0×51.0cm,,po002443
1959教育映画祭,"1959教育映画祭ポスター　THE EDUCATIONAL FILM FESTIVAL　10月26日午后6時労働会館　主催　函館市教育委員会　後援　
富士フイルム　さくらフイルム",,1959年,75.0×52.0cm,,po002444
宮中雅楽初公開,宮中雅楽初公開　北海道新聞社創立十周年記念　期日　六月十二日　会場　函館市千代ヶ岱球場　雅楽器衣装展　（国宝秘蔵品）六月六日～十二日　札幌今井　主催　北海道新聞社、北海道、函館市、道教委、青函鉄道管理局　一般　前売券７０円　団体４０円　大・高校〃４０円〃３０円　中・小校〃３０円　〃２０円　札幌山藤印刷　KURIYAGAWA　1952,,1952年,76.5×52.0cm,,po002446
プロムジカ弦楽四十奏曲演奏会,"プロムジカ弦楽四十奏曲演奏会　放送開始３０周年記念　NHK　曲目　１弦楽四十奏曲　セレナード　作品３ノ５へ長調　…ハイドン作曲
第１ヴァイオリン　岩淵竜太郎　第２ヴァイオリン　武内智子　ヴィオラ　小橋行雄　チエロ　松下修也　前賣券２００圓（當日２５０圓）　市内デパート・各楽器店・西村屋　７月２４日（日）后６．３０開演　於　遺愛女子高校講堂　主催　凾館放送局・ラジオサービスセンター　クロバー北海道バター",,,74.0×52.0cm,,po002447
武蔵野音楽大学演奏会,"武蔵野音楽大学演奏会　指揮　パウル・カドウ　6月18日（火）6.30 P.M　H.B.Cラジオ劇場　主宰　函館音楽協会　武蔵野音大校友会
※下辺に115*400サイズの用紙貼付有
一般券￥150　学生券￥80　各プレイガイド楽器店扱",,,72.5×51.5cm,,po002449
ゲルハルト・ヒユッシュ独唱会,"ゲルハルト・ヒユッシュ独唱会　NHK招聘　ピアノ伴奏　M・グルリット　GERHARD H¨USCH　★開催地　東京4月21・23・25日、大阪4月28、29日　京都・福岡・小倉・広島・宇部・長崎・熊本・大分・松山・岡山・札幌・函館・仙台・静岡・松本・名古屋・新潟　主催　日本放送協会　ラジオ・サービス・センター　ヒュッシュの代表名盤！冬の旅・詩人の恋　美しき水車屋の乙女　ビクターレコード　一九堂印刷印行
※下辺に115*360サイズの用紙貼付有
函館6月11日：公楽映画劇場（后6時開場・7時開演）　入場料A券（指定席）800円．B券600円．C券500円　前売券5月1日より発売・発売所　丸井．棒二デパート．古屋．ヤマコ．彩華楽器店．函館放送局",,,73.0×51.0cm,,po002450
三国バレー発表会,●第一部JAZZ・VARIATION　●第2部くるみ割り人形　●第3部幽玄　17e　三国バレー発表会　●日時＝11月3日<金>PM3時／7時　●場所＝HBCラジオ劇場ホール　●主催＝三国バレー研究所　●後援＝函館市教育委員会／北海道新聞函館支社,,,67.5×34.0cm,,po002451
北大グリーコール演奏会,北大グリーコール演奏会　賛助出演　酒井武雄氏　酒井淑子嬢　石見富子嬢　於　公民館　10月25日（土）　午后7時開演　主催　北海道大学水産学部音楽部　北海道大学水産学部学生自治会,,,76.5×55.0cm,,po002452
岩本真理ヴァイオリン演奏会,岩本真理ヴァイオリン演奏会　とき　4月13日6時　ところ　HBCラジオ劇場　主催・北海道新聞社・HBC函館放送・函館鑑賞協会　北海道芸術鑑賞協会提供　クロバー北海道バター,,,75.5×52.0cm,,po002453
1957教育映画祭,1957教育映画祭　THE EDUCATIONAL FILM FESTIVAL　１地図と地形　２おふくろのバス旅行　３黒部峡谷　４ちびくろさんぼの虎退治　５いねむり一家　主催　道教委・市教委　後援　道新・映研　11月3日6時　消防本部ホール　　フジスコープM-I　フジカラー・シネ　富士フィルム　画像が明快で映写効果の良い　超微粒子USパンクロ　さくらシネフイルム　8ミリ16ミリ　さくらフイルムの小西六写真工業　太田印刷,,1957年,76.5×54.0cm,,po002454
NHK交響楽団特別演奏会,"本道放送開始30周年記念　NHK交響楽団特別演奏会　指揮　ウィルヘルム・ロイフナー　曲目　１．真夏の夜の夢　序曲＝メンデルスゾーン＝　２．ヴァイオリン協奏曲　ト短調　＝ブルッフ＝　３．４．　7月2日（水）　午后6　30開演　函館市大谷高等学校体育館　前売券￥500　当日券　￥550　函館放送局　市内プレイガイド　前売開始6月1日（日）前10時から　主催　函館放送局・NHK交響楽団　1,000円のLP!　ダイアモンド・シリーズ　世界の名曲・最高の演奏家・最新の録音　クラシック”ベスト5”　ポピュラー新発売！！　好評発売中！コロムビアレコード",,,75.0×52.0cm,,po002455
NHK交響楽団特別演奏会,NHK交響楽団特別演奏会　J・ローゼンストック指揮　日時　5月28日（月）　后7時開演　場所　青柳小学校講堂　曲目　１．歌劇エグモント序曲　ベートーヴェン作曲　２．３．４．　前売開始5月1日　入場券　当日券700円（椅子席）　前売券600円（椅子席）　学生券250円（立見）　前売所　市内各プレイガイド・楽器店　主催　函館放送局・NHK交響楽団　便利で楽しいお買物は　ステーションデパート　札幌駅地下,,,75.5×52.5cm,,po002456
諏訪根自子ヴァイオリン演奏会,Violin recital　諏訪根自子　ヴァイオリン演奏会　8月23日6時半　於　HBCラジオ劇場　函館芸術協会8月会員鑑賞会　新会員募集中！申込は東雲町12浅井薬局内函館芸術協会え　TEL1807　提供北海道芸術鑑賞協会　東芝レコード　エンジェル・キャピトル,,,76.0×52.5cm,,po002457
ギリシャ政府派遣音楽使節による演奏会,ギリシャ政府派遣音楽使節による演奏会ポスター　王立ギリシヤ歌劇団ソリスト　テノール　ジャニス・カンパーニス　ソプラノ　アンナ・ランドウ　バリトン　ローランド・セッシ　3月14日（金）15日（土）6時半　函館HBCホール　主催　函館芸術協会　後援　北海道新聞社　新会員受付中！お申込みは東雲町12浅井薬局内函館芸術協会　TEL1807　提供　北海道芸術鑑賞協会　東芝レコード　エンジェル・キャピトル,,,75.5×52.5cm,,po002458
岩本真理ヴァイオリン独奏会,"岩本真理ヴァイオリン独奏会　ピアノ　鷲見五郎　VIOLIN RECITAL　古典名曲の夕　5月26.27日P,M.6.30　H・B・Cホール　函館芸術協会5月会員鑑賞会　新入会申込は東雲町12浅井薬局内　芸協　TEL1807　提供　北海道芸術鑑賞協会　東芝レコード　エンジェル・キャピトル　",,,75.0×52.5cm,,po002459
天理高校吹奏楽部演奏会,●天理高校吹奏楽部　演奏会　主催　函館吹奏楽連盟　後援　函館市教育委員会　北海道新聞函館支社　とき○昭和36年8月15日｛后1時30分　后6時30分　ところ○函館HBC劇場,,,73.0×52.0cm,,po002460
中央大学マンドリンクラブ函館演奏会,中央大学マンドリンクラブ函館演奏会　日時７月２１日(火)PM.６．３０開演　場所　H.B.C劇場　入場料￥１５０（前売中）　主催　中央大学北海道々人会　後援　函館市教育委員会　北海道新聞社・H.B.C　中央大学楽員会,,,78.0×52.5cm,,po002461
文楽,文楽　重要無形文化財指定　昼の部●寿式三番叟　●天網島時雨炬燵　紙屋内の段　●絵本太功記　尼ヶ崎の段　●新曲　小鍛冶　夜の部　●二人禿　野澤松之輔　作詞・作曲　●生写朝顔話　宿屋の段　●伽羅先代萩　御殿の段　●新曲　釣女　9月7　8日　特別入場料￥200　《只今入場券取り扱い中です》主催　財団法人公楽協会　後援　函館市教育委員会　NHK函館放送局　会場　公楽映画劇場,,,77.5×53.0cm,,po002463
ロメオとジュリエット,貝谷八百子バレエ団　ロメオとジュリエット　ジェイクスピア作プロコフイエフ曲　バレエドラマチック3幕14場　函館芸術協会１０鑑賞会　１０月６日　P.M.6.30　公楽映画劇場　入会申込は東雲町12　浅井薬局内　函館芸術協会　TEL1807　主催函館芸術協会　後援　北海道新聞社　提供北海道芸術鑑賞協会　1958亙　東芝レコード　エンジェル・キャピトル,,1958年,76.0×53.0cm,,po002464
函館総合卸見本市,函館総合卸見本市　主催　函館市　函館商工会議所　函館問屋連合会　函館物産協会　7月24日/28日　会場函館市立博物館　はの　函館第一印刷印行　函館広告社　東雲町13．T代表2-0191　7月28日?,,,77.0×53.0cm,,po002466
エール大学グリークラブ演奏会,エール大学グリークラブ演奏会　指揮＝フェノ・ヒース★★★CONDUCTOR　FENNO HEATH・56人の男声合唱　主催＝全日本合唱連盟★★★★朝日新聞社・後援＝アメリカ大使館★★函館市・函館市教育委員会　札幌市・札幌市教育委員会　7月7日《水》P.M6：30　大谷高校体育館A・￥500　B・￥300　7月8日《木》P.M6：30　札幌市民会館　A・￥500　B・￥300　,,,73.0×51.5cm,,po002468
ロスアンゼルス交響楽団,"ロスアンゼルス交響楽団　日米文化交歓使節　指揮　アルフレッド・ウォレンステイン　序曲（海賊）作品21　ベルリオーズ　ハイドンの主題による変奏曲作品56　組曲（アパラチアの春）アーロン・コープランド　交響曲第7番　イ長調作品92　ベートーヴェン　６JUNE　23日午後6時開演　札幌中島スポーツセンター　HBC本社・函館・旭川・帯広・小樽の各放送局　ほか各前売場にて5月20日一齋発賣！　前賣券　特別指定券￥1,200　A券￥900　B券￥600　主催　国際文化交換協会・北海道放送　後援　北海道新聞社　北海道教育委員会",,,74.5×52.0cm,,po002469
第24回音楽コンクール受賞者発表演奏会,第24回音楽コンクール受賞者発表演奏会　出演者　ヴァイオリン部門第１位広瀬悦子　ピアノ部門第１位水本雄三　チェロ部門第１位小野崎純　声楽部門第23回芝玲子　伴奏　萩原和子　1月14日(土)午後6.30開演　於HBC劇場　入場料　特別指定席250円　普通指定席200円　市内各プレイガイド楽器店で取扱います。　主催　NHK・毎日新聞・RSC,,,74.5×52.0cm,,po002470
ウィーン・フィルハーモニー特別演奏会,"ウィーン・フィルハーモニー特別演奏会　日時・昭和44年2月19日(水)午後6時30分開演　会場・札幌中島スポーツセンター　指揮・ゲオルク・ショルティ　演奏曲目　●シューベルト／交響曲第8番「未完成」　●R・シュトラウス/交響詩「ティル・オイレンシュピーゲルの愉快ないたずら」　●ブラームス/交響曲第2番ニ長調　STV　■入場料S5,000円・A4,000円・B3,500円・C3,000円・D2,500円・E2,000円（STV本社・札幌市内各プレイガイド）　■主催　札幌テレビ放送・協賛　ニッカウヰスキー・　後援　北海道・北海道教育委員会・札幌市",,1969年,72.5×51.5cm,,po002471
ピアノ演奏会原智恵子,ピアノ演奏会　原智恵子　Take　7.28-P.M.6.30　提供　北海道芸術鑑賞協会　東芝キャピトルレコードコンサート　北海道キャラバン7月中旬　解説　河野隆次・新妻博,,,75.5×51.0cm,,po002474
第27回三国バレエ発表会,"第27回三国バレエ発表会 　彩色─狂気の夢　ひとりひとりのためにIII　幻想円舞曲　9月21日(金)PM6：30開演　函館市民会館大ホール　大人￥1,500　中学生以下￥700　主催　三国バレエ研究所　後援　函館市教育委員会　北海道新聞函館支社　函館市文化団体協議会",,,72.5×51.5cm,,po002475
花荻先生と三太,"花荻先生と三太　こヽろよい微笑と美しい涙が　あなたの心を洗う感動無限の抒情篇　山田五十鈴　宇野重吉　滝沢修　津村悠子　大橋弘　清水将夫　加藤嘉　左ト全（綜芸）　春日俊二　山内明　小夜福子　髙野由美　細川ちか子　原作　青木茂　脚本　大黒東洋士　監督　鈴木英夫　撮影　渡辺公夫　劇団民芸作品★大映配給
※下辺に360*530サイズの用紙貼付有
16日ヨリ同時上映　デイズニ-傑作天然色漫画集　リスの住宅難★グーフイの名騎手　スクール・プロダクシヨン第二回作品　”楽しい夏休”　市内小学生の手に成る珠玉扁　大人60円〔限定前売発売中40円〕小人免税10円",,,72.5×51.0cm,,po002477
グリーンコンサート,ホクレン　ぎょれん　GREEN CONCERT　札響野外演奏会グリーンコンサート5月26日（土）PM2：00／函館市五稜郭公園　入場無料（雨天の場合、函館市民体育館）　指揮・福村芳一／管弦楽・札幌交響楽団　●ミュージカル　サウンド・オブ・ミュージック　●J・ストラウス円舞曲　春の声　●ビゼーカルメン組曲　●ハチャトゥリアン舞踊組曲「仮面舞踏会」他　主催／北海道・北海道教育委員会・函館市・函館市教育委員会・札幌交響楽団　主管／札響野外演奏会実行委員会　協賛／ホクレン　ぎょれん,,,84.5×59.5cm,,po002478
小樽総合見本市,H.hachiro-63　TF　OTARU TRADE FAIR　8月１～7日　第5回小樽総合見本市　会場　小樽色内小学校　株式会社　石井印刷印行,,,72.5×53.5cm,,po002482
春日八郎ショウ,レコード大賞・特別賞受賞記念　春日八郎ショウ　２．６(木)　６：３０　共愛会館￥４６０　函館労音2月例会　函館市若松町２８１６　TEL23-8334　春に向って若者の心を歌う　ザ．シャデラックス　２・１１（火）６：３０　共愛会館￥３６０　ベートーベン後期三大ソナタ　告別・ソナタ３１番作品１０　ワルトシュタイン　井内澄子ピアノリサイタル　２・１７（月）６：３０拓銀ホール￥３１０,,,54.0×38.0cm,,po002485
ＨＡＫＯＤＡＴＥ,心に残るシーン　函館のやさしい贈り物　Twinkling Winter Nights Winter nights in this city shine in warm colors As snow covers historic streets and makes them glow The streets once lit up with gas lamps where foreigners had come and gone Are now brighten up with illuminations To please the people who cherish its history and those who visit this place HAKODATE,,,103.0×72.5cm,,po002487
ＨＡＫＯＤＡＴＥ,永遠の記憶に刻む街─函館　The Hills and Tracks of our Past Buildings that speak of our history On the ways to the guardian peak Cobblestones worn by the passing of time As winds whisper in distant tongues To carve a permanent place in your heart HAKODATE,,,103.0×72.5cm,,po002488
メサイヤ演奏会,宣教百年記念　宮城学院・東北学院合唱隊　G.F.ヘンデル　メサイヤ演奏会　とき10月4日日　P.M.6.30　ところ　H.B.C劇場　入場料150円　入場券は遺愛校にてお求め下さい　基督教学校教育同盟　東北・北海道地区加盟校　共同主催　盛岡市　生活学院　弘前市　弘前学院・東奥義塾　函館市　遺愛女子高等学校　札幌市　北星学園・酪農学園　仙台市　東北学院・宮城学院・尚絅女学院　後援　日本基督教団　東北・奥羽・北海教区,,,75.0×53.0cm,,po002489
1955年教育映画祭,グランド印刷　ぼうに納　1955年　教育映画祭　函館市視聴覚ライブラリー創立記念祭　・・・上映映画は1955年の最優秀作品・・・・・　・・・入場無料　但し子供の入場はおことわりします・・・・・　主催　函館市教育委員会　北海道教育委員会　北海道視聴覚教育研究会　後援　北海道新聞社　北海タイムス社　函館新聞社　NHK函館放送局　HBC函館放送局　日時11月28日午后1時ヨリ　会場　労仂会館講堂,,1955年,55.0×39.5cm,,po002490
ソ連音楽２つの名花同時公演,日本社会党結党20周年記念　ソ連音楽２つの名花同時公演　最高の異色女性編成　プロコフィエフ弦楽四重奏・オイストラフの高弟ポリトコフスキー（バイオリン）　10月18日　中央中学校講堂　午後6時半開演　●料金／一般600　中高校生300　社会党函館総支部,,,36.5×51.5cm,,po002493
CIE図書館,"凾館CIE図書館が贈るいこいのひととき　you hove ears　時　毎週　日火木　１２．００　土　デイスク愛好会共催　６．３０　所　真砂町１　凾館CIE図書館
※下辺に210*265サイズの用紙貼付有
お晝休み　レコードコンサート　プログラム　１２月　毎週日、火、木　正午より一時間　",,,30.0×45.5cm,,po002498
ベートーベンの生涯,在りし日のトスカニーニ、フルトベングラーの姿をしのぶ　35ミリ長編音楽映画ドイツ民主共和国デフア社製作、属啓成監修　ベートーベンの生涯　指揮者・アルトウール・ニキツシュ/アルトウール・トスカーニ/ヘルマン・シェルヘン/ウイルヘルム・フルトヴエングラー/キリル・コンドラシン/カール・ベーム/グレコ・フリーテルベルグ/ルドルフ・ケンペ/ヘルマン・アーベントロート/フランツ・コンビュチニー　ピアニスト・レフ・オボーリン　ヴアイオリニスト・メヌーイン/ダビッド・オイストラッフ　３月２１日（３時・５時・７時）　会費３６０円（高校生２６０円）拓銀ホール　落語・講談・曲芸　労音寄席　３月１９日(水)夜６時半　労働会館　会費３１０円　バイタリテーあふれるフォーク歌手　上条恒彦　３月２５日(火)夜６時半　HBCホール　会費３１０円　函館市若松町２８の６　函館労音　TEL２３－８３３４,,,51.5×38.0cm,,po002500
らくだの夕,文学と音楽と美術　らくだの夕　時・十一月二十三日（祭）午后五時半　於・市内鶴岡町鶴友会館　朗読詩集・講演・レコードコンサート　シュプレッピコール・西欧名画原色スライド　函館土曜詩斈会　グランド印刷　ぼうに納,,,54.0×38.5cm,,po002506
第6回英語劇の夕　ピグマリオン,第6回英語劇の夕　バーナード・ショー作　ピグマリオン　pygmalion　11月29日　午后6時　H．B．Cラジオ劇場　学芸大学英語研究室　丸井今井,,,53.5×38.0cm,,po002507
NHK交響楽団特別演奏会,本道放送開始30周年記念　NHK交響楽団特別演奏会　指揮　ウイルヘルム・ロイブナー　7月2日（水）午后6.30開演　函館市大谷高等学校体育館　前売券￥500　当日券￥550　前売開始6月1日（日）前10時から　函館放送局、市内プレイガイド　主催　函館放送局・NHK交響楽団　ダイアモンドシリーズ　世界の名曲・最高の演奏家・最新の録音　コロムビアレコード,,,51.0×36.5cm,,po002509
東京大学男声ダブルカルテットオクトパス演奏会,"東京大学男声ダブルカルテットオクトパス演奏会　曲目　I　日本の童謡　5曲　II　四重唱　6曲　III　IV　V…　
1959.7.17　（金）PM6：30　函館市公民館ホール　主催　函館市公民館・函館東大会￥60　おみやげ・甘納豆・和洋酒　高砂屋　函館駅前　TEL2　5038　2　9861",,1959年,53.5×36.5cm,,po002517
全函館大合唱祭,全函館大合唱祭　日時6月1日午後6時30分　会場　日魯行動　一般券￥50　学生券￥30　会券取扱書　各楽器店　主催　函館音楽協会★函館市公民館　後援　函館放送局★道新★函新　芸術社印刷,,,52.0×38.0cm,,po002519
第9回函館市公民館少年少女絃楽合奏団,函館市公民館少年少女絃楽合奏団　第9回定期演奏会　とき　6月27日(土)午后6時半　ところ　H．B．Cラジオ劇場　主催　函館市公民館　入場券（一般￥80．児童￥50）は各楽器店・プレイガイドにあります　純ヨーロッパ風の洋菓子とパン　味と香りの　キングベーカリー　函館駅前TEL(3)0032,,,52.0×37.0cm,,po002520
HBCジュニアコンサート,HBCジュニアコンサート　8/8<月>P・M2・00　苫小牧市立東小学校体育館　8/9　<火>P・M2・00　室蘭文化センター　8/10<水>P・M3・00　函館HBCラジオ劇場　出演　HBCジュニアーオーケストラ　指揮　斎藤信和　HBC少年少女合唱団　指揮　小田　覚　主催　北海道放送　苫小牧市教育委員会　室蘭市教育委員会　函館市教育委員会　,,,51.5×24.5cm,,po002521
第13回全函館吹奏楽祭,第13回公演全函館吹奏楽祭　11月3日-PM1時　演奏団体　一般・高校・小・中学校の吹奏楽団体・鼓笛隊　主催　函館吹奏楽連盟　入場券取扱所　プレイガイド・楽器店,,,39.0×53.0cm,,po002522
第1回定期演奏会函館吹奏楽団,第1回定期演奏会　函館吹奏楽団　指揮　寺中哲二　アルルの女第一組曲　幻想交響曲　コンステレーション　他・序曲・マーチ・ポピュラー数曲　日時　7月25日（土）　午２．００後６．３０　場所　HBCホール　主催　函館吹奏楽団、後援　函館市教育委員会　函館吹奏楽連盟　函館音楽協会　三菱FMマルチステレオ　教もあなたと共に　三菱電機,,,53.5×38.0cm,,po002523
第6回全函館吹奏楽合同演奏会,11月23日夜6時　於HBC劇場　全函館　吹奏楽合同演奏会　第6回公演　主催　函館吹奏楽連盟　公演　函館音楽協会　入場料￥50　各楽器店　プレイガイド,,,54.0×36.5cm,,po002524
第8回全函館吹奏楽合同演奏会,函館市民文化祭協賛　全函館吹奏楽合同演奏会第8回公演　入場料￥５０　プレイガイド・楽器店他　,,,54.0×37.5cm,,po002525
第14回全函館大合唱祭,函館市文化祭協賛　11月2日后6.00　HBC劇場　全函館大合唱祭　第14回公演　主催　函館合唱連盟　函館市文化祭実行委員会　会券￥７０　プレイガイド・楽器店,,,54.0×38.5cm,,po002526
東京コラリアーズ,東京コラリアーズ　男声合唱団　指揮・福永陽一朗　月光とピエロ・黒人霊歌　懐しきケンタツキーの家・五ツ木の子守唄・映画主題歌集・ビギンザビギン・金髪のジエニー・深い河・旅愁等全27曲　会員募集　10月20日(日曜）后6時半　HBCラジオ劇場　会費100円　入会金50円(3名以上）入会問合せは事務局　個人の場合100円　十字街タモト・〒3970　函館勤労者音楽協議会,,,53.0×37.0cm,,po002527
東北大学男声合唱団演奏会,7月二十六日P.M.6.30　H．B．Cホール　東北大学男声合唱団演奏会　演奏曲　ロシヤ民謡・宗教曲・シヤンソン・黒人霊歌・組曲　主催　函館音楽協会　後援　東北大学同窓会函館支部　市教委・函館合唱連盟　入場料　前売券￥８０．当日券￥１００．　各プレイガイド・楽器店扱,,,54.5×38.5cm,,po002528
第6回ヴアイオリン祭,ヴアイオリン祭　北海道児童ヴアイオリン連盟　第6回研究発表会　34年8月2日P.M.6：300　於H．B．C．（入場無料）　主催　北海道児童ヴアイオリン連盟．北海道放送　北海道新聞社　函館市公民館,,1959年,51.0×35.5cm,,po002529
歳末たすけあい協賛クリスマス音楽会,歳末たすけあい協賛　クリスマス音楽会　12月21日后6時半H．B．C劇場　主催　函館音楽協会　入場料￥50　プレイガイド・各楽器店,,,53.5×32.5cm,,po002530
吹奏楽合同演奏会,11月24日后1時・6時（昼夜）　於　H．B．Cラジオ劇場　全函館　吹奏楽合同演奏会　主催　函館吹奏楽連盟　後援　函館音楽協会　入場料￥５０．　各楽器店・プレイガイド　第7回公演,,,54.5×38.5cm,,po002531
第11回函館市民文化祭音楽祭,第11回函館市民文化祭　11月2日　后６．００　H．B．C劇場　音楽祭　出演　市内音楽団体・演奏家　主催　函館市民文化祭実行委員会　函館音楽協会　入場券　指定席　￥７０　補助指定席￥５０　プレイガイド・楽器店,,,54.0×38.0cm,,po002532
第15回全函館大合唱祭,6月11日　後６．００　H．B．C劇場　全函館大合唱祭　第15回公演　主催　函館合唱連盟　後援　函館市教育委員会　函館音楽協会　会券　指定席券　￥７０　プレイガイド・楽器店,,,54.0×38.0cm,,po002533
