title,number
北海道公園大沼の勝景　（其一）　 The Park of Wonuma in Hokkaido.,pc020131-0001
第一第二会場,pc003169
市立小樽病院長橋分院精神神経科病舎全景,pc010869
荻伏校　甲子文庫,pc010811
空知農業学校　（乗馬実習）,pc000889
工産第一室,pc002364-0001
国産振興北海道拓殖博覧会　府県館全景,pc002694-0001
（北海道　野付牛）　梅乃家,pc001121
北海道及樺太航路　日本郵船株式会社,pc001338-0001
北海タイムス社全景,pc002208-0001
昭和十一年十月陸軍特別大演習記念　大本営　北海道帝国大学,pc002861-0001
開道五十年記念　北海道博覧会　会場札幌　水族館小樽　会期大正七年自八月一日至九月十九日　HOKKAIDO EXHIBITION　OPEN AT SAPPORO & OTARU FROM AUG.st TO SEPT.19th 1918,pc001149
北海製缶倉庫株式会社全景,pc000290
[八さん熊さん掛け合い],pc003007-0001
電気ドリルに依る石炭掘鑿作業　（北海道炭鉱汽船株式会社夕張炭鉱）,pc000722-0001
（小樽市）　手宮古代文字付近の風景,pc000580
札幌　割烹　いく代　（玄関）,pc000896
（定山渓鉄道株式会社）　藤ノ沢変電所　変電所内設備,pc000460-0001
帯広競馬場　諸般ニ遺憾ナキ設備ヲ行ヒ管内生産競走馬千余頭ノ登竜門トス、毎年六月及十月初旬地方競馬ヲ開催ス,pc010399-0001
北海道の模範林と公有林　北見のえぞまつとどまつ混淆林　天塩川上流のえぞまつ純林,pc003188
小樽海港博覧会　（水族館）,pc002991-0001
農商務省月寒種畜牧場（其一）　牝牛牧草地放牧ノ図,pc001008
"沖取合同漁業株式会社　幸生丸　総噸数5,500噸",pc010349-0001
"大阪小樽樺太線　北洋丸　重量頓数6,468.00頓　北日本汽船株式会社",pc021030-0001
青蘭連絡船　豊原丸 The Lilyof the Valley,pc002584-0001
日満連絡船　満州丸　新京城内,pc002092
1　網走町出土．薄手縄紋土器　2　桂ヶ岡出土．厚手縄文土器　3　海岸出土．薄手渦刻紋土器　4　土製胸飾　5　高盃台　6　首飾,pc010857
（北海道鰊漁光景）　乾燥中の数の子,pc002975-0001
小樽市高島塵芥処理場　全景,pc000059
小樽市庁舎,pc000051
北海道庁上川支庁新築庁舎,pc020217-0001
北海道農会々館,pc020218-0001
下湧別海浜,pc020241
札幌三越　東京三越本店,pc000386
綿羊放牧　農場,pc010099-0001
札幌明石旅館客室,pc021270-0001
北海道帝国大学理学部会議室,pc020006-0001
札幌師範学校創立五十周年記念式典　（勅語捧読）,pc020258-0001
野砲第7連隊営内生活　縫鞄工場,pc003006-0001
創立五十周年記念　2596　7.28　本校々舎　上山校長,pc002634
日本郵船株式会社小樽支店新築記念　（其一全景）,pc000413-0001
網走線全通記念　網走市街地及港湾之景　網走市外ボンモイ之景,pc000411
青森室蘭連絡船　三国丸　北日本汽船株式会社,pc002177-0001
旭川市神楽岡全景,pc003167
苫小牧市　（駅前通り）,pc002063-0001
（ニセコ山麓昆布温泉風景）　昆布温泉峠ヨリ蝦夷富士ヲ望ム　FINE VIEWS OF KOMBU HOT-SPRING AND MT.NISEKOAN-NUPRI.　,pc001265
（ニセコ山麓昆布温泉風景）　後志国自動車株式会社昆布温泉営業所付近　FINE VIEWS OF KOMBU HOT-SPRING AND MT.NISEKOAN-NUPRI.　,pc001092-0001
定山渓名勝　ホテル浴場　一名千人風呂,pc002229-0001
定山渓温泉　渓を揺がす　銚子の滝,pc000008-0001
登別温泉停留所　登別温泉市街,pc003110
磯谷北尻別河岸よりライデン峠を見る　（寿都線湯別村）,pc010497-0001
缶詰製造実習　漁労実習,pc000987-0001
"（北海道・定山渓温泉）　豊平峡碧雲山　Hekiun-zan rock-wall in Hohei-kyo gorge, Jozankei Spa, Hokkaido.",pc001386
（定山渓温泉名所）　銚子の口,pc002784
（北海道三景）　定山渓　温泉街　The View Jozankei Hokkaido.,pc001047
北海道・定山渓温泉　白と緑の美しき、白樺の原生林,pc000115-0001
泉郷の中心　『定山渓温泉』　月見橋より川下を望む,pc000417
湯の香恋しや　北海道　定山渓温泉・湯元町全景,pc001031-0001
鹿ノ湯クラブプール,pc000977-0001
入舸港内春之景,pc021361
（定山渓名勝）　月見橋の佳景,pc010194
（定山渓温泉場名勝）　豊平川上流和尚岩,pc020128-0001
"（定山渓温泉）　情調纒綿たる玉川遊園地　THE RECREATION GROUND AT RIVER TAMAKAWA.　（RAVINE JOHZAN, HOKKAIDO.）　",pc000077
"福山新風景　大洞山法憧寺は松前家の菩提所にして創立茲に四百五十九年なり同寺の庭園は自然の美風光の妙人をして恍惚たらしむ　FUKUYAMA, DAIDOSAN HOSHIOJI NO SANMON.　",pc002992-0001
"海光の福山　（弁天島海岸の海水浴）　細蓮の白砂を洗ふ清澄の水夏日浴客を魅惑しる弁天島海岸の海水浴　THE SEA-BATHING OF BENTENJIMA SEA-SHORE, FUKUYAMA.　",pc002352-0001
"花の福山　（北海道福山　天守閣よりの遠望）　天守閣より俯瞰せる公園及八十八ヶ所の春色　THE VIEW FROM MATSUMAE-CASTLE TO PARK AND 88KASHO(FUKUYAMA, HOKKAIDO.)　",pc020377-0001
"春光の福山（福山公園と松城小学校）　松城小学校は旧福山城跡にあり　THE VIEWS OF FUKUYAMA PARK AND MATSUSHIRO ELEMENTARY SCHOOL.(FUKUYAMA, HOKKAIDO).　",pc000378-0001
"北海の旧都　（福山、御所錦）　公園内に在り紅白咲分の梅松前家秘蔵のものなり　都にて語らは人のいつわりと言はん卯月の梅の咲かりは　花山院忠長卿　MATSUMAE-KE GOSHO-NISHIKI PLUM TREE, FUKUYAMA, HOKKAIDO.　",pc000016
"北海の旧都　（福山、専念寺の納骨堂）　専念寺六代目浄玄上人が寛文八年六月納骨堂創建北海道最古のものなりと云ふ　SEN-NENJI NOKOTSU-DO, FUKUYAMA, HOKKAIDO.　",pc000979-0001
探勝の小島　（松前小島）　大絶頂より北国澗と丸山奇勝を望む　THE DISTANT VIEWS OF FINE HOKKOKU-JUN FROM MATSUMAE KOJIMA.　,pc020049
北海道後志泊　カブト岬の絶勝,pc020260-0001
（北海道福山）　法華寺,pc010151-0001
（北海道登別温泉）　轟の滝　Noboribetsu Hokkaido Hot Spring.,pc010080
北海道庁立苫小牧工業学校,pc000216-0001
王子製紙株式会社苫小牧分社工場,pc001609
樽前山遠望　（海抜千〇二十三米　世界著名ノ活火山）,pc002852
石狩船場町渡船場,pc021274
高島温泉付近のカブリ岩の絶景,pc001603-0001
樽岸池田公園,pc002624-0001
寿都郡政泊村天然のマド岩,pc000688-0001
岩内港内船澗の一部　明太魚の凍乾,pc002670
後志水産共進会余興　（浦島）　岩内見番　島子,pc000807-0001
北海道岩内港全景　其三　6,pc010213-0001
岩内港燈台,pc000132-0001
江別町郊外牧場遠景,pc000037
北海道登別温泉　轟の滝　Noboribetsu Hokkaido Hot Spring.,pc001201-0001
有珠善光寺,pc002616-0001
（洞爺湖名勝）　見晴スキー場,pc000113-0001
（洞爺湖名勝）　洞爺温泉より望む秀峰蝦夷富士　（M101）,pc010133-0001
（北海の絶勝）　有珠山上の噴火口　CRATER OF MT.USU.,pc002265
（洞爺湖）　活火山有珠岳　THE FAMOUS PLACE AND THE BEAUTIFUL SCENERY OF THE LAKE DOYA.,pc000786
（洞爺湖名勝）　ゴルフリングス,pc002885
（北海道登別温泉）　大地獄の噴煙　THE FAMOUS PLACE AT NOBORIBESTU HOT SPRING.,pc000270
（登別温泉名勝）　湯乃町より地獄谷を望む,pc000109
（登別温泉名勝）　新地獄の噴煙,pc001020-0001
紅葉谷　（北海ノ泉都．登別温泉）　The View of Noboribetsu Hot Spliugot Hokkaido.　,pc000527-0001
北海道登別温泉名勝　地獄谷噴口　Noboribetsu.Hokkaido hot spring,pc010296
北海道登別温泉　[丸大]さぬき屋旅館　Noboribetsu Hokkaido hot spring.,pc010922
石狩川上流ノ層雲峡,pc020133-0001
（旭川新景）　翠香園　SUIKOWEN　（ASAHIKAWA.SHINKEI）,pc010210-0001
（旭川名勝）　百余尺の望楼より俯瞰せる近代都市旭川市街全景　（其一）　WHOLE VIEWS OF ASAHIGAWA CITY.RART ONE.,pc010008-0001
旭川翠香園の池畔　The Asahikawa at Mountain,pc000678
（旭川風景）　常磐公園　Tokiwa Park,pc000165
日本百景　層雲峡　大函,pc002760-0001
巨巌の塁　層雲峡・天城岩,pc020320-0001
日本百景　層雲峡　夫婦岩,pc020503
層雲峡銀河ノ滝　One of great falls at Soun-Valley-Ginga-fall.　,pc020134-0001
上川市街地ヨリノ大雪山　View of Mt Taisetsu from Kamikawa-town.,pc000530-0001
留萌港　内港ノ南岩壁,pc002135-0001
水陸完備ニ依ル未来ノ大留萌予定鳥瞰図　（人口二十万ヲ抱擁スル）　MAP OF THE FUTURE RUMOE CITY.,pc020400-0001
留萌築港　（魁丸の活動）　HABOUR-WORKS AT RUMOE.,pc000953-0001
留萌市街図　縮尺三万六千分之一,pc021375
留萌内港岩壁石炭桟橋ノ景,pc010824
留萌港内港接岸荷役ノ実況　（其の一）,pc001195-0001
増毛市街全景　（其一）　Whole view of Masuge.,pc010422-0001
増毛町第二火防線増毛郵便局,pc002849
"天塩国増毛町全景　（其一）　WHOLE VIEW OF MASUGE TOWN, TESHIO.",pc010316-0001
夕張町役場,pc002680
夕張礦最上坑入道,pc010426-0001
（北見滝上）　中央通,pc002740-0001
熊石村全景　（其一）　View of Kumaishimura.　1,pc001536
（釣懸港海岸通り）　FAMOUS PLACE AT OKUSJIRITO,pc010352-0001
（瀬棚名所）　弁天岩の景,pc001057-0001
瀬棚町市街全景　（其一）,pc002409
奥尻名所　鍋釣岩　（高サ六十三尺）,pc001296-0001
郷社福島大神宮,pc001039-0001
復旧セル鹿部村新庁舎,pc002798-0001
鹿部温泉　春本食堂　鹿部温泉福井家,pc000538-0001
八雲盲唖学院全景,pc020048
木古内倶楽部　木古内分署　木古内郵便局,pc000114-0001
練乳工場ヨリ木古内橋ヲ望ム,pc002319-0001
瀬棚町市街　其ノ一　瀬棚町市街　其ノ二,pc020086-0001
奥尻名所　道南霊場　賽の河原,pc020216
事務所外観,pc002818-0001
海の幸　鰛陸揚の実況,pc000970-0001
江良町船入澗全景,pc010652-0001
（北海道福山）　松前城,pc002387
（福山）　公園境内,pc020292-0001
松前城ノ一部　柔魚豊漁　[イカ豊漁],pc001318
"花の福山  （北海道福山　天守閣よりの遠望）　天守閣より俯瞰せる公園及八十八ヶ所の春色　THE VIEW FROM MATSUMAE-CASTLE TO PARK AND 88 KASHO (FUKUYAMA, HOKKAIDO.)　",pc010860
徳山大神宮の神木槇  （丈四丈五尺囲一丈三尺余）  銀杏  （丈六丈三尺囲二丈九尺）,pc020250-0001
（福山）　公園境内,pc020434
（福山）　福山公園,pc002764-0001
鴎島より江差町を望む,pc000888-0001
江差港鴎島の奇岩瓶子岩,pc002527
江差追分　（その一）　,pc003029
江差追分　（一）　,pc020366-0001
旧土人酋長平村ペンリウワク,pc001379
"北海道帝国大学校庭　Garden of The H.I.U,",pc002396-0001
日本美術院第二十四回展覧会出品　蝦夷人　山村耕花,pc002132-0001
小樽郵便局表面,pc020614
開道五十年記念北海道博覧会　夜の美観　迎賓館,pc000887
"北海道帝国大学付属図書館　　Library, Hokkaido Imperial University.",pc001397
北見野付牛　梅乃家,pc020416
魚の様々　No.1.　（キビナゴ）　（イシダイ）　（チヨウチヨウウヲ）　（シビレエイ）,pc010158-0001
（北海全道木材商大会記念）　遠軽共同軌道及水切場,pc010042-0001
日本製鋼所之埠頭に於ける百頓クレン（其二）　The Cranes on the wharf of the steelnwork of Muroran.（Poat2） 5,pc002081-0001
帯広大谷高等女学校　割烹室,pc000817-0001
岩見沢　町立病院全景,pc002726
太陽コロナ紅焔　北海道枝幸町にて撮影せる日食写真　昭和十一年六月十九日,pc020605
夕張炭鉱全景,pc000186
鴻之舞鉱山　製錬所及市街地全景,pc000868-0001
日本郵船株式会社　北海道及樺太航路,pc010829
日本郵船株式会社　北海道及樺太航路,pc000287
日本郵船株式会社　北海道及樺太航路,pc020433
北海ホテル喫茶部　MISS KAZUKO  教えて頂きました仏蘭西語の「さようなら」を　“Au revoir”はまた近く逢える人に　“Adieu”はもう二度と逢えない人に言う言葉だと　　私はあなたに念がおしたくなりました　私達が交わしたのは“Au revoir”でしたね　“Adieu”ではありませんでしたね,pc010025
名寄駅前　冨士屋旅館,pc010125-0001
帝国製麻株式会社本店　（東京日本橋詰）,pc010266-0001
亜麻畑の一　（盛花）　,pc010472-0001
奥尻島釣懸港,pc000716-0001
[徳洋記念碑],pc021268-0001
三菱大夕張鉱業所　大運動会　会社指定理髪部,pc020038
層雲峡大函の景,pc001084-0001
雲の平御花畠より烏帽子岳を望む,pc002643-0001
札幌付近の牧場　早川国彦筆,pc002393
（北海道登別温泉）　千齢湯　THE FAMOUS PLACE AT NOBORIBETSU HOT SPRING.,pc020235
川湯温泉市街全景　（自動車待合所付近）　（川湯温泉名所）　THE GREAT SCENE OF THE KAWAYU HOT SPRING WHERE IT IS THE PROSPEROUS BEAUTIFUL COUNTRY.KAWAYU HOT SPRING.,pc002071
北海道登別温泉　倶多楽湖　Noboribetsu Hokkaido Hot Spring,pc000659-0001
北海道登別温泉湯滝より湯沢神社を望む,pc000185-0001
"登別温泉滝本第一館全景　Takimoto-kan Hotel, Noboribetsu hot-spring",pc021067
五十年記念北海道博覧会　児童館,pc020025-0001
"（札幌）　北海道帝国大学植物園幽庭湖　Lake Yutei in the Botanical Garden, Hokkaido Imperial University, Sapporo.",pc020615-0001
北海道庁今将ニ焼落チントス,pc002134-0001
大楠公菊水小旗,pc020190-0001
本町通リ　（其一）,pc010044-0001
[温泉滝],pc010687-0001
明治天皇御菩提ノ為メ建立セル大像ナリ　岩内大仏殿帰厚院,pc010485
北海道日高国日高種馬牧場正面,pc000349
工場全景　工場内一部（砂糖浸出槽）,pc002623-0001
開祖依田勉三氏　開拓当時ノ帯広　拓ケ行ク姿（明治二十年代）,pc001054
大陸的雄大なる十勝平原の展望,pc010203-0001
（十勝本別風景）　富士製紙原料丸太搬出修羅ノ景,pc001142
鷹ノ巣（大小トンネル十五遙ニ望ム狩場山）西島牧村,pc010459-0001
北海道名産　The Prodacts of Hokkwaido.　玉菜　Cabbage　玉ねぎ　Onion,pc002884-0001
やちだもの池　能勢真美,pc002963-0001
国産振興北海道拓殖博覧会第一会場　（人間大砲）,pc002567-0001
瀬棚市街　其ノ一　其ノ二,pc000918
（江差町）　雪中の松乃岱,pc002776-0001
江差詰木石町ヨリ姥神町ノ眺望（其一）,pc010695-0001
1　王子製紙苫小牧工場全景,pc002799-0001
収穫近キ燕麦畑　（新冠牧場）,pc002055-0001
増毛町全景　GENERAL VIEW OF MASUGE ST.,pc002557-0001
M150　（支笏湖風光）　紅葉の夕映,pc000174-0001
樽前山西山ヨリ見タル支笏湖　樽前山ドーム　樽前山西山ヨリ見タル　フツオプシスプリ山群及支笏湖,pc002839-0001
（北海道）　福山松城尋常高等小学校,pc020074
アイヌの胸飾　杉山寿栄男蔵,pc010843
"View of Hanano-Ike from Keigetsu Lake, Mt.Taisetsu（The trace of bivouac of the late Mr.Kegetsu Omachi）　大雪山桂月岳ヨリ花ノ池ヲ望ム（故大町桂月氏露営ノ跡）",pc002752
北海道寿都港厳島神社,pc002398-0001
〔北見斜里岳名勝〕　岩見ノ滝,pc021024
官幣大社札幌神社門及手水舎,pc020057-0001
官幣大社札幌神社　神門及手水舎,pc021287
札幌グランドホテル　Sapporo Grand Hotel Sapporo Japan,pc000151
縄紋土器　色丹島出土　根室　佐竹渓谷蔵,pc020197-0001
北海道大学運動会　疾走高飛,pc000336
（余市鰊漁場）　差網網起し,pc002298-0001
（北海の泉都登別温泉）　新装なれる第一滝本館　THE FAMOUS PLACE AT NOBORIBETSU HOT SPRING.,pc010693-0001
斜里岳之全景,pc002380
（登別温泉）　第一滝本館全景,pc002020-0001
大雪山北海岳南方ノ大雪渓　The wide snow-field(over 1500 meter width) at the southern part of Hokkaidake,pc000140-0001
北海道大博覧会公園会場　（迎賓館と演芸館）　於小樽市　,pc000122
小樽市立長橋病院全景,pc010097-0001
江別実科高等女学校校舎全景,pc000618
空知農業学校　（牛舎内部）,pc000073-0001
北海道社名淵家家庭学校創立二十週年記念　故留岡名誉校長記念碑　職員生徒一同　理事大久保侯爵（中央）を迎へて～昭和九年九月～,pc000942
札幌神社拝殿　大鳥居,pc010425-0001
樺太北海道旅行は最も船便の多い北日本汽船で……　北日本ン汽船株式会社樺太北海道定期航路　小樽樺太西海岸旅行は最も早い楽な小樽恵須取線　新高丸で（案内書送呈）,pc020047
樺太北海道旅行は最も船便の多い北日本汽船で……　北日本汽船株式会社樺太北海道定期航路　樺太東岸旅行は最も早い楽な函館能登線か　小樽知取敷香急行便で（案内書送呈）,pc021019
樺太北海道旅行は最も船便の多い北日本汽船で……　北日本汽船株式会社樺太北海道定期航路　小樽樺太西海岸旅行は最も早い楽な小樽恵須取線　新高丸で（案内書送呈）,pc000626-0001
官幣大社札幌神社拝殿,pc002467
北海道物産共進会紀念　第一陳列館　札幌農学校第一農場　石狩海浜の漁業,pc000126
札幌逓信管理局　郵便局　局舎,pc010315-0001
小樽局共電式電話竣成紀念　（其一）　小樽局付近市街略図　小樽郵便局　戸数二三、九七五　人口一二四、六七〇　加入者数三、五四一,pc002068-0001
[北海道水産試験場]　1931　OSAKA.,pc020610
近文土功組合墾田碑,pc002022-0001
小樽区上水道貯水池全景　小樽区長渡辺兵四郎,pc000503
御神像　義経神社縁起,pc001072-0001
上　善光寺納骨堂　下　松前屋納骨堂　,pc002751
あざらし,pc000627-0001
札幌割烹いく代　元緑踊,pc020475-0001
北海道水産共進会第一会場　北海道水産共進会々長河島醇氏,pc020314-0001
第七師団諸兵連合耐寒演習　スキー隊の前進先頭の白衣は将校斥候,pc000632-0001
北海道庁立感化院の報恩器　八月三十一日　東宮殿下御誕■日　明治十二年,pc000586
"札幌農科大学植物園（幽庭湖）　Yutei-pond, Botanic Garden, Sapporo.",pc010401-0001
開道50周年記念北海道博覧会　大正七年八月九日　札幌区協賛会,pc000482-0001
開道五十年記念北海道博覧会　会場夜の美観　噴水,pc020367-0001
国産振興博覧会第一会場　（第一道産館内大黒様）,pc000400-0001
五十年記念北海道博覧会　正門,pc000815
千島国後星野缶詰所全景,pc010032-0001
大泊に於ける千歳丸荷役ノ景,pc000849-0001
（北海道土人熊祭）　熊祭の前儀、熊送の式場に神宝を飾り盛装せるメノコ参集,pc010382-0001
開道五十年記念北海道博覧会　自八月一日至九月十九日　北海道庁　開拓使庁舎,pc002808
[開道五十年記念北海道博覧会]小樽公園　第三会場水族館,pc002590
開道五十年記念北海道博覧会第三会場　（水族館）,pc001211
開道五十年記念北海道博覧会　第一会場　（台湾館）,pc001390
北海道大博覧会海岸会場　（夜の美観）　於小樽市,pc020391-0001
（札幌）　開道五十年記念北海道博覧会　第一会場　園芸館及農業別館を望む,pc010498-0001
近海郵船株式会社　吉野丸,pc020299
近海郵船株式会社　竹島丸,pc020310-0001
北海道庁種畜場　真駒内　北海道種畜嬢事務所,pc000144
国産振興北海道拓殖博覧会　音楽堂,pc010187
北海道及び樺太航路　日本郵船株式会社,pc000485
鯉川温泉　洋室,pc000528-0001
北海道帝国大学工学部新講堂,pc000644
"東北帝国大学農科大学校庭（札幌）　(N16) THE AGRICULTURAL COLLEGE OF THE TOHOKU IMPERIAL UNIVERSITY, SAPPORO.",pc020337-0001
札幌中学校　SAPPORO MIDDLE SCHOOL.　北海道師範学校　HOKKAIDO NORMAL SVHOOL.,pc000405-0001
農大第三十四回遊戯会　（中学程度学校選手競走）,pc000950
参謀総長　閑院宮殿下　北軍指揮官　三毛第七師団長　南軍指揮官　下元第八師団長,pc002457-0001
開道七十年記念　摩周湖　北海道釧路国阿寒国立公園内に在り怪奇なる山容湖に迫り脚下数百米に紺碧透明の水を湛へ眺望又広濶雄大である,pc010192-0001
"東北帝国大学農科大学動植物学講堂（札幌）　（N5） THE AGRICULTURAL COLLEGE OF THE TOHOKU IMPERIAL UNIVERSITY, SAPPORO.",pc000546
[港湾協会北海道支部記念絵葉書],pc002112-0001
江差追分（一）　[楽譜・歌詞付き],pc020266-0001
江差築港全景　其一　江差築港全景　其二,pc010227-0001
（江差）　愛宕山より市街を望む,pc020502
「海・陸相通して　躍進の江差」　江差駅　鳥瞰．江差港,pc020374-0001
（江差）　鴎島テツカイシ岬,pc000317
江差郊外温泉名所　（其ノ一）　慶喜温泉全景,pc001314
江差姥神町通,pc002478-0001
（江差勝地）　招魂社,pc010228-0001
江差港鴎島の奇岩瓶子岩,pc020259-0001
檜山支庁,pc002813-0001
江差港ノ一部　（其一）,pc000848-0001
江差港湾の一部,pc002693-0001
江差港舟泊りの景,pc020510
[江差港],pc002490-0001
（江差）　鴎島燈台,pc000435-0001
水田　旭峠ヨリ俯瞰　瀬棚郡東瀬棚村字■羽　鰔沼　中央浮島常時浮動ス　瀬棚郡東瀬棚村字苔谷地,pc021341
江差港内の一部（其三）,pc020039
国産振興北海道拓殖博覧会第一会場　（国産館）,pc000489
石狩川橋梁（延長一〇七四米四〇一）　,pc002820-0001
"（札幌名勝）　背景雄大、壮観を誇る豊平橋　THE GRAND SIGHT OF TOYOHIRA BRIDGE, SAPPORO.",pc002003-0001
（札幌）　大通永山将軍銅像及郵便局　View of Sapporo at Hokkaido.,pc001094-0001
山頂煙は絶えず　樽前山と山頂のトロイデ,pc002608
"（旭川）　壮麗なる旭川放送局の建物　VIEW OF ASAHIGAWA RADIO BROADCASTING STATION, ASAHIGAWA.",pc002492-0001
"（旭川名勝）　街頭に威容を示す旭川市役所　THE GRAND SIGHT OF THE ASAHIGAWA MUNICIPAL OFFICE, ASAHIGAWA.",pc002696-0001
北海道洞爺湖風景　（其一）　3,pc010128-0001
（羅臼観光）　羅臼市街の一部　VIEW OF RAUSU,pc002823-0001
"NOKKEUSHI PARK, HOKKAIDO.　（北海道）　野付牛公園",pc000147
魚の様々　No.1　（キビナゴ）（イシダイ）（チヨウチヨウウヲ）（シビレエイ）,pc002028-0001
原生花園　黒ユリ（ユリ科）　ハマフクロウ（フクロソウ科）,pc000660-0001
網走国定公園　原生花園　ハマエンドウ　エゾカワラナデシコ,pc000338-0001
（北海道土人風俗）　アイヌ熊祭　（其九）　最後の儀式首祭,pc000046-0001
北海道・アイヌ酋長,pc002050-0001
"ALTAR OF AINUS' PROTECTING DEITY, CUSTOMS OF AINU, HOKKAIDO　（北海道・アイヌ風俗）　珍奇なるアイヌ守護神の祭壇",pc001380
新興ノ帯広市　人口二万余　十勝平野ノ中央,pc000432-0001
十勝原野の橇放行　SLEDGE TRIP AT TOKATSU FIELD,pc000961-0001
帯広町　人口二万ヲ有シ十勝国ノ中央都市　支庁其他ノ主ナル官衛所在,pc020238-0001
広尾市街,pc001605-0001
十勝剣山大剣岳,pc002915-0001
"国境の朝　（北海道狩勝峠）　THE MORNING OF THE KARIKACHI FRONTIER, HOKKAIDO.",pc002905
日高支庁,pc001088-0001
様似港全景（其一）　様似港全景（其二）,pc010295
帯広停車場　OBIHIRO STATION.,pc001068-0001
橋を中心として見たる釧路町全景　（其一）　Panoramic View of Kushiro City. No.1.,pc002262-0001
釧路公会堂,pc021380-0001
釧路市外オソツナイ海岸,pc021050-0001
（釧路国名所）　硫黄山東北側旧火山口　（一名熊落）,pc000636
"本道第一の長橋釧路幣舞橋　Bridge Nusamai, Kushiro, the Longest Bridge in Hokkaido.",pc000384
丘の展望　厚岸本町,pc010359-0001
（Akan National Park.　阿寒国立公園）　ALPINE FLOWER GARDEN OF MT.IWO.　硫黄山山麓のお花畑　ON SUMMIT OF MT.IWO　硫黄山頂上より雄阿寒岳を望む,pc001081-0001
（釧路阿寒勝景）　富岳雲上ニ座シテ眺メ尽キズ　雌阿寒山頂ヨリ阿寒富士ヲ望ム,pc002126
"（釧路・阿寒国立公園）　雌阿寒山腹木花畑より十勝高原の連峰及オンネツト湖[オンネトー]を望む　LAKE ONNET VIEWED FROM FLOWER-GARDEN AT MOUNTAIN-SIDE OF ME-AKAN, NATIONAL PARK AKAN.",pc010684-0001
根室牧場牛馬緬羊放牧ノ実況,pc002113-0001
根室全景　（其一）,pc001133
神苑かしこし　県社帯広神社と鎮橋,pc000740-0001
THE VIEW OF OBIHIRO.　（帯広市）西二条通リ,pc020069-0001
十勝の港広尾二見岩　Wonderfull view of Futamiiwa-Obihiro　蒼海遙かに銀輪躍り,pc002336-0001
"（釧路）　内港としての釧路川河口　THE RIVER-MOUTH OF KUSHIRO RIVER, KUSHIRO.",pc002363-0001
釧路区全図,pc000590
天沢泉,pc020097
大正十一年七月　摂政宮殿下北海道行啓実況絵葉書,pc000135-0001
[正装の皇太子],pc002417-0001
[皇太子肖像]　室蘭　八幡神社,pc001035-0001
県社帯広神社,pc000022
御座所　御座所前庭園,pc021292
明治十五年頃の小樽港,pc010030-0001
[皇太子肖像],pc010122-0001
皇太子殿下行啓紀念　明治四十四年八月二十四日　北海道庁立小樽中学校　御座所,pc002834-0001
皇太子殿下行啓紀念　小樽区　明治四十四年夏　皇太子殿下御旅館　[皇太子肖像],pc001166
御真影奉置所　御便殿,pc000986-0001
北海中学校校舎　浅羽校長,pc000712
皇太子殿下行啓紀念　明治四十四年十月　[皇太子肖像],pc020309-0001
大執事神学博士　ジョンバチラー師[ジョン・バチェラー],pc000148
日本赤十字社北海道支部病院　（鳥瞰）,pc000327
北海道登別温泉　地獄谷　Hokkaido Noboribetsu Hot Sprmg.,pc020010-0001
株式会社北海道拓殖銀行　THE HOKKAIDO COLONISATION BANK LTD.,pc002532-0001
"北海道・アイヌ風俗　平和の祭壇　Altar of Ainu Palladium, Custams of Ainu, Hokkaido.",pc002576-0001
相生線々路略図　相生線鉄道全通記念　大正十四年十一月全通,pc002753-0001
名寄線平面図　名寄線開通記念,pc002676
天塩線全通記念　大正十五年九月二十五日　,pc010216-0001
釧網線　北浜・斜里間線路略図　釧網線・北浜・斜里・間　開通記念　大正十四年十一月開通,pc001200-0001
北海道土人風俗　The Customs of Ainu.　(2),pc010895
登別温泉　湯の滝の景　Hokkaido Noboribetsu Hot Spring.,pc010206-0001
登別温泉場　かちどきの滝　（北海道）,pc010707-0001
北海道大博覧会実況（於小樽市）　光彩燦然と無尽の宝庫に立つ海岸会場正門。,pc020346-0001
北海道登別温泉名勝　第一滝本館全景　Nobolidatsi Hokkaido hot spring,pc000995-0001
札幌市,pc001007
真駒内村種畜場三十馬力ベストトラクター砕土実況,pc020107-0001
定山渓奥千丈巌と豊平川上流　FINE VIEW JOZANKEI.,pc003194
（札幌）　中島公園護国神社,pc021020
札幌真駒内種畜場　Makomanai Meadow in Sapporo Suburbs.,pc000039
"（札幌名所）　札幌神社　Shinto Shrine Sapporo.（A famous place, Sapporo.）",pc021269
小樽郊外名所　オタモヰ口[オタモイ]より見下したる竜宮閣の遠望,pc000167-0001
口笛吹いて　札幌　郊外アカシア街道　ACACIAN AVENUE,pc002969-0001
御旅館日本製綱所内　[皇太子殿下],pc010688-0001
"（札幌）　北海道帝国大学植物園幽庭湖　Lake Yutei in the Botanical Garden, Hokkaido Imperial University, Sapporo.",pc002382
皇太子旗　[皇太子肖像],pc001102-0001
The Shiraito fall.（Jyozankei hot spring suburb of Sapporo Hokkaido.）　〔札幌郊外定山渓温泉〕　白糸の滝,pc002495-0001
（定山渓名勝）　定山渓沿線簾舞御料橋,pc010432-0001
鰊場風景　加藤哲之助自刻自摺　くんでいる鰊を盗む鴎かな　雨圃子,pc000635
利尻富士　加藤哲之助自刻自摺,pc000074
奥手稲スロープ,pc010052
[定山渓],pc000452-0001
〔札幌〕　中島公園　View of Sapporo at Hokkaido.,pc010650-0001
錦を織る頃　（札幌円山公園）,pc002814
丸善株式会社　札幌出張所外景,pc001073
