日本出版配給株式会社（教養）和田清著東亜史論籔生活社昭和十七年十二月発行6.00野間清六著日本彫刻の美不二書房昭和十八年一月発行4.80西山卯三著住宅問題相模書房昭和十七年十二月発行2.00ピエル・プートゥルー著河野伊三郎訳数学思想史－数学者の科学的理想－岩波書店昭和十八年二月発行2.80平山復二郎著トンネル岩波書店昭和十八年二月発行.80加藤博著茶の科学河出書房昭和十八年二月発行昭和十八年二月発行1.50（一般）相葉伸著日本仏教史話第一書房昭和十八年二月発行2.00難波田春夫著戦力増強の理論有斐閣昭和十八年四月発行1.50（青年）大木惇夫著海原にありて歌へる（中等学校・青年学校上級向）アルス昭和十八年四月発行1.80（青年・児童）住田正一著日本の船（改訂版）（青年学校・中等学校初級又国民学校高学年向）大日本雄辯会講談社昭和十八年五月発行1.50（児童）芳賀まさを作書雪国の兄弟（改訂版）（国民学校二、三年向）中村書店昭和十八年六月発行1.20,,,,73.0×51.5cm,po001783,,,,,,
日本出版配給株式会社（教養）磯辺秀俊著ナチス農業の建設過程東洋書館昭和十八年四月発行3.80（一般）山下奨著起ち上る人（改訂版）弘学社昭和十八年六月発行1.70苦瓜恵三郎著戦時婦女訓健文社昭和十八年四月発行2.90浜田稔著ナチス濁逸の防空理化書院昭和十七年六月発行1.30（青年）関口好雄著海兵団（中等学校・青年学校・初中級向）海国社昭和十八年四月発行1.00牛山栄治著改訂山岡鐡舟伝（中等学校・青年学校上級向）日本青年館昭和十八年六月発行1.00石井鐡之助著我等の航空母艦（改訂版）（中等学校・青年学校初級向）大東亜社昭和十八年六月発行1.40（児童）■田準一著カタカナ童誌土ヲキセタタネ（国民学校入学前後向）大日本雄辯会講談社昭和十八年四月発行1.60新關健之助著絵物語空の中隊（国民学校中学年向）中村書店昭和十八年四月発行1.32巽聖歌著童謡さくら咲く国（国民学校中学年向）紀元社昭和十八年四月発行1.80伊藤貴磨著支那童話集孔子さまと琴の音（国民学校五、六年向）増進堂昭和十八年四月発行1.80,,,,73.0×51.5cm,po001784,,,,,,
（教養）高坂正雄著民族の哲学岩波書店昭和十七、四発行1.80高宮晋著企業集中論有斐閣昭和十七、四発行4.80（一般）村上直次郎原徹郎共訳蘭領印度史東亜研究所昭和十七、四発行1.70鳥山喜一著支那・支那人岩波書店昭和十七、四発行.50鈴木武雄著朝鮮の経済日本評論社昭和十七、三発行1.30岡不可止著松下村塾の指導者文藝春秋社昭和十七、二発行3.00伊賀秀雄著日常の電気学河出書房昭和十七、四発行1.20仁部富之助著野の鳥の生態2日新書院昭和十七、五発行2.00増野実著世界の大豆と工業河出書房昭和十七、三発行1.20小川安朗著被服の知識羽田書店昭和十七、四発行1.40瀧田順吾著細菌の驚異厚生閣昭和十七、三発行2.00クライフ著秋元寿恵夫訳微生物を追ふ人々第一書房昭和十七、四発行2.50荒川秀俊著大東亜の気候朝日新聞社昭和十七、五発行.80（青年）鈴木舜一著工場の四季協和書房昭和十七、四発行1.20武者小路実篤著楠木正成坂上書院昭和十七、四発行1.40藤尾節子著お憂所の理科研究研究社昭和十七、五発行1.50（児童）黒崎義介書渡辺哲夫文ヘイタイゴッコ昭光社昭和十七、五発行.25片山昌造著明け行く支那帝国教育会出版部昭和十七、五発行1.60,,,,73.0×51.5cm,po001785,,,,,,
（教養）石川謙著石田梅岩文教書院昭和十八年四月発行1.60土屋清著日本経済の基本動向中央公論社昭和十八年四月発行5.00ブッデン・ブロック著懸田克躬訳感覚の世界創元社昭和十八年四月発行2.30（一般）善波周著弾巣（改訂版）一生堂書店昭和十八年七月発行2.30金井章次著満蒙行政琑談創元社昭和十八年四月発行2.00北岡寿逸著人口政策日本評論社昭和十八年四月発行1.50中村清二著田中館愛橘先生中央公論社昭和十八年四月発行2.50（青年）神埼清著少年白虎隊（中等学校初中級及青年学校中級向）学習社昭和十八年六月.69（児童）熊谷元一書あの村この村（七・八歳向）博文館昭和十八年六月.50成岡正久著兵隊と豹（国民学校四年以上高学年向）大東亜社昭和十八年六月発行1.60椋鳩十著動物ども（国民学校五年以上高学年向）三光社昭和十八年五月発行1.80須川邦彦著無人島に生きる十六人（国民学校六年以上高学年及中東学校初年級向）大日本雄辯会講談社昭和十八年六月発行1.60,,,,73.0×51.5cm,po001786,,,,,,
（教養）立作太郎著米国外交上の諸主義日本評論社昭和十七年七月発行3.80脇山康之助著現代印度の諸問題（訂正普及版）映書出版社昭和十七年六月発行1.80大塚禰之助著日本の地質構造同文書院昭和十七年六月発行3.50（一般）岸田劉生著美乃本體河出書房昭和十七年一月発行2.30岡本綺堂著明治の演劇大東出版社昭和十七年三月発行2.00石原忍著日本人の眼畝傍書房昭和十七年五月発行1.80和田民治著熱帯農業の體験大日本雄辯会講談社昭和十七年六月1.80（青年）平野威馬雄編パストウル偕成社昭和十七年三月発行1.90野村愛正著タバオの父大田恭三郎偕成社昭和十七年六月発行木村毅著大山元帥大日本雄辯会講談社昭和十七年四月発行1.80富田常雄著軍神杉本中佐童話春秋社昭和十七年三月発行1.60川端勇男著ローベルト・コッホ先生柴山教育出版社昭和十七年三月発行1.50山田浩著潮村少年記弘学社昭和十七年五月発行1.80（児童）新関健之助作並書夜の動物園（国民学校一、二年向）中村書店昭和十七年二月発行.30芳賀マサヲ作並書愛犬トップ（国民学校一、二年向）改訂版三光社昭和十七年八月発行1.00芥川竜之介佐藤春夫著蜘蛛の糸・リンゴのお化け（国民学校五、六年向）新潮社昭和十七年六月発行1.80末広恭雄著魚の生活（国民学校高学年向）岩波書店昭和十七年六月発行1.20巽聖歌著少年詩集（国民学校高学年向）有光社昭和十七年六月発行1.20,,,,73.0×51.5cm,po001787,,,,,,
（教養）川上清吉著葉隠の哲人山本常朝霞ヶ関書房昭和十七年五月発行1.30安田誠三著農業統制と協同化白揚社昭和十七年八月発行3.00佐々木正制著工場寄宿舎管理東洋書館昭和十七年六月発行3.00中村清二著物理実験者の心得河出書房昭和十七年六月発行1.00大村秀雄他ニ氏共著鯨その科学と捕鯨の実際水産者昭和十七年六月発行4.00（一般）飛田多喜雄著国の子の家庭教育新潮社昭和十七年七月発行2.20和辻春樹著随筆續船明治書房昭和十七年六月2.00斎藤文雄著父親と育児羽田書店昭和十七年六月1.40（青年）森川賢司著兵隊先生新小説社昭和十七年五月発行1.80遠藤正二著農村紙芝居の演り方晴南社昭和十七年五月発行1.00足立勇著物語維新史黒船来航大日本出版社峰文荘昭和十七年五月発行1.60E・G・Eロレンツ著塩谷太郎訳ナチス独逸の建設者墨水書房昭和十七年六月発行1.50榊原美文著国民詩朗読のために日本出版社昭和十七年六月発行1.80末広恭雄著魚の生活岩波書店昭和十七年六月発行1.20（児童）山田三郎著かたつむりの旅（国民学校初等科ニ、三年向）紀元社昭和十七年六月発行1.50芹沢喜三編著少年昆虫記（国民学校六年以上高学年及び中等学校初年級向）清水書房昭和十七年六月発行1.20,,,,73.0×51.5cm,po001788,,,,,,
（教養）大久保利謙著日本の大学創元社昭和十八年五月発行2.46青木正兒著支那文学思想史岩波書店昭和十八年四月発行3.86高木貞治著数学小景岩波書店昭和十八年六月発行2.86保柳睦美著北支・蒙古の地理古今書院昭和十八年六月発行3.10（一般）吉岡金市著農業機械化図説白揚社昭和十八年三月発行3.50村上秀二著水の生活科学（改訂版）柏葉書院昭和十八年発行2.92各務鑛三著硝子の生長（改訂版）七丈書院昭和十八年八月発行2.00（青年）近藤孝太郎著改訂働く者のための絵画（青年学校中等学校上級向）東洋書館昭和十八年八月発行2.10瀧田憲次著改訂図南挺進軍（青年学校・中等学校中級上級向）天佑書房昭和十八年九月発行1.65豊沢豊雄近藤義明共著久米栄左衛門（青年学校・中等学校中級向）高山書院昭和十八年八月発行1.91興梠忠夫著近世名機械工伝改訂黒田伊三郎（青年学校・中等学校中級向）東山書院昭和十八年八月発行1.06百瀬一著空征く少年兵（青年学校・中等学校初中級向）大東亜書房昭和十八年四月発行1.70（青年・児童）森欣一著少国民大東亜戦記フィリッピン攻略戦（国民学校高等科・青年学校及中等学校初級向）晴南社昭和十八年七月発行1.26新屋教幸繁著藤原鎌足公（改訂版）（青年学校及中等学校初級向）学習社昭和十八年九月発行.69山崎英祐著少国民大東亜戦記ジャワ進攻戦（改訂版）（国民学校五年以上高学年向）晴南社昭和十八年九月発行1.26,,,,73.0×51.5cm,po001789,,,,,,
（教養）橋本進吉著古代国語の音韻に就いて明世堂書店昭和十七年六月発行1.60石田幹之助著欧米に於ける支那研究創元社昭和十七年六月発行5.50（一般）中山竜次著戦争と電気通信（改訂版）電気通信協会昭和十七年七月発行1.20田辺平学著ドイツ防空科学国民生活相模書房昭和十七年五月発行2.50W・A・R・ウッド著郡司喜一訳タイ国史富山房昭和十七年三月発行2.20根岸俈著華橋襍記朝日新聞社昭和十七年四月発行1.00岡田武松著改稿気象学講話岩波書店昭和十七年七月発行3.50高野六郎著予防医学ノート河出書房昭和十七年七月発行2.50（青年）和田傳著野の真珠錦城出版社昭和十七年七月発行2.00津村敏行著南海の日章旗海洋文化社昭和十七年六月発行1.40菊地寛著勤皇菊地一族大日本雄辦会講談社昭和十七年八月発行1.60（児童）深沢紅子書巽聖歌文花とヨイコチャン（六、七歳向）国華堂昭和十七年七月発行0.40瀧田要吉著山ノオモチャ（六－八歳向）博文館昭和十七年九月0.40石川淳著渡辺崋山（国民学校五年以上高学年向）三省堂昭和十七年八月発行2.00大宮昇著石炭を生む山（国民学校六年以上高学年及中等学校初年級向）学習社昭和十七年七月発行0.65,,,,73.0×51.5cm,po001790,,,,,,
岡不可止著吉田松陰大日本雄辯会講談社昭和十八年九月発行2.86望月信成著日本上代の彫刻創元社昭和十八年六月発行3.93三菱経済研究所編米国戦争経済力の基礎研究三菱経済研究所昭和十八年二月発行4.00一般山根翠堂著花道日本教育研究会昭和十八年七月発行2.30一般及青年隈部一雄著自動車と汽車（一般中等学校・青年学校上級向）羽田書店昭和十八年七月発行1.46青年広瀬豊著吉田松陰（改訂版）（中等学校・青年学校上級向）日本青年教育会出版部昭和十八年七月発行1.26關一著水戸の大砲（中等学校・青年学校初級・中級向）大日本雄辦会講談社昭和十八年六月発行1.55石原時雄著太平洋歴史物語（改訂版）（中等学校・青年学校初級・中級向）山一書房昭和十八年九月発行3.80興梠忠夫著続豊治（改訂版）（中等学校・青年学校上級向）東山書院昭和十八年九月発行1.40木暮豊年著戦ふ水雷戦隊（中等学校・青年学校初級中級向）大東亜社昭和十八年八月発行1.60内田清之助著日本の鳥（中等学校・青年学校初級中級向）大日本雄辯会講談社昭和十八年八月発行1.55冨塚清著科学への第一歩（中等学校・青年学校中級・上級向）日本青年館昭和十八年四月1.70児童佐藤鈴夫著朝顔のいのち（改訂版）（国民学校中級向）駸々堂昭和十八年十年発行1.30,,,,74.0×52.0cm,po001791,,,,,,
教養村井勲著協力工場の能率増進高山書院昭和十八年五月発行3.00一般半沢耕実田中芳勤田中公平共著沃土満州を拓く東亜書林昭和十八年六月発行2.47本間順治著日本刀の話春陽堂文庫出版株式会社昭和十八年六月発行1.00宇賀田為吉著煙草と健康羽田書店昭和十八年四月発行1.40一般・青年山本周五郎著小説日本婦道記大日本雄辯会講談社昭和十八年八月発行1.85原口氏雄著星と兵隊偕成社昭和十八年十月発行2.10青年丸尾長顯著青年川原大尉（中等学校・青年学校初級中級向）東京社昭和十八年六月発行2.10小津茂郎著馬づくりの話（中等学校・青年学校上級向）三省堂昭和十八年八月発行2.10青年・児童森本治吉著万葉のうた（国民学校高学年・中等学校・青年学校初級中級向）大日本雄辦会講談社昭和十八年九月発行1.67児童巌谷小波作黒崎義介書キノコノキノスケ小学館昭和十八年八月発行1.18巽聖歌著富樫寅平書マンシウノコドモ白鳩社昭和十八年九月発行.75渡辺三郎著南方童話の旅（国民学校四・五年向）帝教書房昭和十八年七月発行1.90日本少国民文化協会編旧軍神の御霊に捧ぐ（改訂版）（国民学校児童及教師向）童話春秋社昭和十八年十一月発行1.46沢寿次著ゴビ沙漠探検行（改訂版）（国民学校六年以上向）東雲堂昭和十八年十一月発行1.80,,,,73.5×51.5cm,po001792,,,,,,
教養小西重直著広瀬淡窓文教書院昭和十八年七月発行1.69オイゲン・ディーゼル著大沢峰雄訳技術論（改訂版）天然社昭和十八年十一月発行4.35美濃口時次郎著日本工業労働力論甲文堂書店昭和十八年八月発行1.74一般神保光太郎著昭南日本学園愛之事業社昭和十八年八月発行2.39武田元敏著国民電気読本山海堂出版部昭和十八年八月発行3.15中谷宇吉郎著樹氷の世界甲鳥書林昭和十八年九月発行3.10児童田畑修一郎著ぼくの満洲旅行記（国民学校四年以上高学年向）金の星社昭和十八年九月発行1.44菊地寛著空の軍神（国民学校六年以上高学年向）大日本飛行協会昭和十八年八月発行1.90關谷健哉著錨（国民学校六年以上高学年向）海洋文化社昭和十八年十一月発行2.70,,,,73.0×52.0cm,po001794,,,,,,
（青年）清閑寺健著軍神を生んだ母典亜日本社昭和十七年九月発行1.50塩原康三著銃剣道アルス昭和十七年八月発行1.20植村茂夫著海軍魂東水社昭和十七年四月発行1.50（一般）黒田正利著イタリア研究甲鳥書林昭和十七年八月発行2.00難波三十四著防空ダイヤモンド社昭和十七年八月1.90東健一著防空の科学河出書房昭和十七年九月発行1.20井藤半禰著財政学入門（増訂）日本評論社昭和十七年九月発行2.00（教養）鈴木重夫著電子顕微鏡河出書房昭和十七年九月発行1.50オーギュスト・ピカール著岩崎友吉訳成層圏へ白水社昭和十七年八月発行1.80牧村進辻村泰男共著傷痍軍人労務輔導東洋書館昭和十七年八月発行3.50,,,,73.5×51.5cm,po001795,,,,,,
青年今村文英著陸軍幼年学校の生活（中等学校初級向）越後屋書房昭和十八年十一月発行新刊弘報「二四五」1.95和田傳著日本の村長（青年学校中・上級向）鶴書房昭和十八年十二月発行新刊弘報「新三八四五」2.06山田浩著碧雲寮（中等学校・青年学校中・上級向）弘学社昭和十八年十一月発行新刊弘報「新三五三〇」2.50須川邦彦著闘ふ日本の船（中等学校、青年学校初級向）大東亜社昭和十八年十一月発行新刊弘報「新二四一三」1.60一般山本洋一著銹－（鐡のさび）－高山書院昭和十八年十一月発行新刊弘報「新三一一四」4.05梶原二郎著水道物語陸軍の友社東華堂昭和十八年十二月発行新刊弘報「新四〇六三」3.13児童大木惇夫著椰子・リス・ジャワの子（国民学校五年以上高学年向）南北社昭和十八年十二月発行新刊弘報「新二九六九」1.68,,,,73.5×51.5cm,po001796,,,,,,
教養塩野谷九十九著アメリカ戦時経済と金融統制同文館昭和十九年一月発行弘報番号「新四四二五」5.25一般山岡荘八著元帥山本五十六大日本雄辯会講談社昭和十九年三月発行弘報番号「初二九四」2.07沢田謙著後藤新平傳（改訂版）大日本雄辯会講談社昭和十九年三月発行弘報番号「再六六六」2.08右田正男著水産と科学天然社昭和十九年二月発行弘報番号「五一〇〇」2.82科学朝日編国民学校新教材による自然観察の教室朝日新聞社昭和十八年発行弘報番号「新四一二三」1.87青年原田種寿著翼の蔭大日本雄辯会講談社昭和十九年二月発行弘報番号「初二三八」1.54児童安孫子英彦著軍馬少年隊（国民学校五学年以上高学年向）六藝社昭和十九年一月発行弘報番号「新一〇三九」1.60,,,,74.0×51.5cm,po001797,,,,,,
一般推薦図書大陸巡游吟吉植庄亮著改造社二、円〇〇岩波新書野口英世小泉丹著岩波書店五〇改訂不惜身命山本有三著創立社一、七〇満洲人の少女小泉菊枝著月刊満洲社五〇呉淞クリーク日比野士朗著中央公論社一，〇〇朝日航空講座（下巻）朝日新聞社編朝日新聞社二，〇〇トンネルの話アーチ・バルトブラック著平山復二郎訳岩波書店一、円六〇人事調停法概説片山哲著巌松堂書店一，二〇児童推薦図書幼児標準絵本3「ムラノコドモ」武井武雄著鈴木仁成堂書店四〇六年生特選童話塚原健二郎著童話春秋社七五四年生特選童話川崎大治著童話春秋社七五ひらがな童話集浜田広介著金の星社一，〇〇,,,,76.5×53.5cm,po001798,,,,,,
（一般ノ部）隣組と常会常会運営の基礎知識鈴木嘉一著誠文堂新光社発行、円八五村塾建設の記松田甚次郎著実業之日本社発行一，五〇殉職記録赤十字旗矢木沢健著興風館発行一，四〇特異児童戸川行男著目黒書店発行二，〇〇創元科学叢書物質の神秘インフェルト著石橋栄訳創元社発行一，八〇（児童ノ部）村岡花子童話一年生村岡花子著文昭社発行一，円三〇学年別新選童話集三年生ふしぎな池豊島興志雄著新潮社発行一，八〇学年別新選童話集四年生鳩とりんご小川未明著新潮社発行一，八〇日出づる国の子（小学校高学年及中等学校初学年向）山中峰太郎著至玄社発行一，二〇新日本少年少女文庫西洋文学選（小学校高学年及中等学校初学年向）島崎藤村著新潮社発行一，五〇万葉集物語訂正版（小学校六年及中等学校生徒向）森岡美子著金蘭社発行一，九〇,,,,79.0×54.5cm,po001799,,,,,,
貴下の清き一票を衆議院議員候補者,,,,40.0×28.0cm,po001800,,,,,,
理想的なる吾等の選良良心の命ずる所従て清く尊きこの一票を選ぶ人正しければ選ばれる人亦正し,,,,48.0×38.0cm,po001801,,,,,,
,,,,54.0×39.5cm,po001802,,,,,,
日時月日午後六時半より場所実業同志会公認政見発表演説会吾人の主張一、廃減税営業収益税、地租、清涼飲料税、毛織物消費税（以上全廃）、砂糖、消費税、登録税及印紙税、酒税、関税（以上減税）、所得税（免税点引上）。二、社会政策施設国立職業紹介所ノ設立、失業保険実施準備、国立各種療養所ノ建設、貧困不具者ノ救護、出獄者保護、養老年金ノ実施、成人教育施設。,,,,79.5×55.0cm,po001803,,,,,,
選挙の法律規則を知らないと思い掛けない罪を犯して刑罰を受けるやうなことになりますから充分注意せねばなりませぬ。左に一般の人の心得ねばばらぬ事柄の概畟を述べて参考に供します。議員候補者、選挙事務長、選挙委員又は選挙事務員以外の人が演説か推薦状かに依るの外選挙運動をしたら、選挙運動の費用を支出したりすると犯罪になります。選挙事務長以外の人が選挙委員や選挙事務員を選任したり又は選挙事務所を設けると犯罪になります。何人でも選挙運動の為に休憩所や休憩所に似たものを設けると犯罪になります。何人でも戸別訪問をすると犯罪になります。何人でも連続して個々の選挙人に対して面接したり又は電話をかけたりして選挙運動をすると犯罪になります。選挙権のない人が選挙事務長や選挙委員や又は選挙事務員になると犯罪になります。選挙運動の為頒布したり、掲示したりする文書や図画の寸法色合又は頒布及掲示の場所、方法などについての制限を守らぬと犯罪になります。金銭や品物や、手形等を貰ったり、貰ふ約束をしたり又は貰ひたいと要求すると犯罪になります。饗應や接待を受けたり、受ける約束をしたり又は受けたいと要求すると犯罪になります。投票所などへの往復に乗物に乗せて貰ったり又は車馬賃、茶代、宿料等を貰ったり貰ふ約束をしたり、貰いたいと要求すると犯罪になります。公私の地位を与へられたり、其の地位を得ることの約束をしたり又は得たいと要求すると犯罪になります。用水や小作料や貸借などの利害関係で誘はれて之に應じると犯罪になります。神社や寺院や、学校や会社や、組合や、市町村等に寄付するとか、便利を与えるとかいふやうな事柄を利用して勧誘せられたとき之に應ずると犯罪になります。選挙人議員候補者、運動者、当選任などの身辺に追随ふたり、乱暴したり些細なことでも嚇したり、無理やりに連れ出したり又は抑留したりすると犯罪になります。演説を妨害したり、往来や集会の便を妨げたりすると犯罪になります。議員候補者の当選を得る為に、又は当選を妨げる為にありもせぬ偽の事柄を演説したり、新聞や雑誌に書き立てたり、ビラやポスターに書いて張ったり配ったりなどすると犯罪になります。大勢集ったり、練り歩いたり、煙花を揚げたり、鐘や太鼓を鳴らしたり旗を立てたりなどすると犯罪になります。銃器や、槍や、刀や、棍棒のやうな物を携帯すると犯罪になります。大勢集って乱暴したり、騒いだりすると犯罪になります。詳しいことは衆議院議員選挙法や、治安警察法や警察犯処罰令等を御覧なさい,,,,93.0×64.5cm,po001804,,,,,,
投票スレバ明クナリ昭和維新新興論政治ガ実現スル皆さん投票所へ棄権スレバ暗クナル,,,,64.0×94.0cm,po001805,,,,,,
投票！二月廿日,,,,78.0×53.0cm,po001806,,,,,,
二月二十日ちょっと一票！身の為国の為函館市役所,,,,40.0×55.5cm,po001807,,,,,,
立憲民政党公認候補者函館市西浜町三二番地今井惣之丞電話三二三〇番,,,,79.5×36.5cm,po001808,,,,,,
水産立国ノ為ニ決議衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス昭和三年一月十七日全国水産大会昭和三年一月十七日全国水産大会責任者函館市西浜町三二番地今井惣之丞電話三二三〇番内務省検閲済二度刷,,,,75.0×45.0cm,po001809,,,,,,
函館市西浜町三二番地今井惣之丞電話三二三〇番国家ノタメニアナタノタメニ,,,,45.0×31.5cm,po001810,,,,,,
普選第一線ニ於テ函館市西浜町三二番地今井惣之丞電話三二三〇番,,,,46.0×32.0cm,po001811,,,,,,
堂々と戦ひませう民政党の主張は公明正大普選の徹底,,,,78.0×52.5cm,po001812,,,,,,
国民の総意を反映す私利党略,,,,76.5×54.5cm,po001813,,,,,,
皆さんおまどひなさらぬやうに借金して見えを張る政友会内面はこの通り整理緊縮真面目で押し行く民政党内に漲る堅実味函館市西浜町三二番地今井惣之丞,,,,78.5×55.5cm,po001814,,,,,,
労働農民党の主張労働者に食と仕事を与えよ！働らく農民に土地を保証しろ凡ての人民に自由を与へよ！労働農民党公認候補函館市駒止町八番地高島末太郎,,,,54.0×38.5cm,po001815,,,,,,
農村根興はこれこの腕,,,,65.0×47.0cm,po001816,,,,,,
国民諸君は何づれの姿を望むや地方に財源を■ふれば完全な発達は自然に来る地方分権丈夫なものよひとりあるきで発てんす中央集権は不自由なものよ足をやせさし杖もろふ中央に財源を奪ひて補助するは市町村を不便に■するもの地租ダ市町村ニ移セバ恒久財源ヲ得テ市町村民ノ負担ガ軽クナリ従ッテ地方ハ発展ス地域セマキ町村封シテハ例外ヲ設ケ教員ノ俸給ヲ補助ス,,,,92.5×63.0cm,po001817,,,,,,
実同公認諸君!!!郵便貯金を喰ひ荒す既成政党を尚たすけらるか職業政治家既成政党神田区美倉町十四責任者大久保惣左衛門,,,,78.5×56.5cm,po001818,,,,,,
正義は働く者の味方なり職業政治家神田区美倉町十四責任者大久保惣左衛門,,,,79.0×55.0cm,po001819,,,,,,
実業同志会公認二月日午後六時開会町会場小学校衆議院議員候補者政見発表演説会応援辧士,,,,79.0×55.5cm,po001820,,,,,,
実業同志会公認候補従来我々が余りに政治に冷淡であった為め、今日迄の政権は何れも政商等の金を集めて自己の権力や、名誉や、利権のために浮身をやつし、其結果今日の政界は誠に醜き状態を呈して居ります。将来斯くの如き政党に、大切なる政治を任せて安心が出来ませぬから。私は自ら進んで政界革新の為めに奮起したる実業同志会の公認となって立候補致したのであります、何うぞ真面目なる政治を行ひ得る様実業同志会に御投票を願ひます。日本橋区元柳町責任者乙訓虎雄,,,,79.0×55.5cm,po001821,,,,,,
腐敗せる政界の革新不経済なる政治の経済化国費の大節約国民の負担軽減司法権の独立実業同志会公認衆議院議員候補者官業の大整理営業収益税の全廃真に住みよい国にする養老年金の実施下級官吏の増俸芝区三田四■町二番地責任者稲村藤太郎,,,,65.0×47.5cm,po001822,,,,,,
義務致■費全額国庫負担！,,,,54.0×39.5cm,po001823,,,,,,
フケイキは何処から来た!!!国の費用が多いから国民の負担が重いから国の借金が多いから責任者■志村■実業同志会公認衆議院議員候補者,,,,55.0×40.0cm,po001824,,,,,,
衆議院議員候補者五来欣造重税珂北青年党責任者久慈郡佐原村三二九三石井寛一,,,,55.0×40.0cm,po001825,,,,,,
国民死活■分岐点衆議院議員候補者貴下の一票で選良之人選に心せよ皇国之興廃此一挙青森県三戸郡五戸町字古堂三番地事務長三浦種良,,,,78.0×55.0cm,po001826,,,,,,
青森県三戸郡五戸町字古堂三番地事務長三浦種良,,,,55.0×26.0cm,po001827,,,,,,
人権擁護悪税撤廃民力充実衆議院議員候補者民政党公認東京市神田■責任者作間■,,,,62.0×45.0cm,po001829,,,,,,
第二区衆議院議員候補者,,,,80.0×27.0cm,po001830,,,,,,
水産立国ノ為ニ決議衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス昭和三年一月十七日全国水産大会昭和三年一月十七日全国水産大会責任者,,,,74.5×54.5cm,po001831,,,,,,
国政は舟の如く一票は擢の如く立憲政友会公認衆議院議員候補者選挙事務局長函館市舟見町九十四番地佐々木仙太郎,,,,56.0×39.5cm,po001832,,,,,,
清い一票明るい日本立憲政友会公認衆議院議員候補者選挙事務局長函館市舟見町九十四番地佐々木仙太郎,,,,56.0×39.5cm,po001833,,,,,,
水産立国ノ為ニ決議衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス昭和三年一月十七日全国水産大会昭和三年一月十七日全国水産大会責任者,,,,76.0×54.5cm,po001834,,,,,,
ほんとうに働く人を選びませう,,,,79.0×55.0cm,po001835,,,,,,
熱の人腕の人実行の人,,,,79.0×55.5cm,po001836,,,,,,
北海産業界の先覚,,,,79.0×54.0cm,po001837,,,,,,
北海道産業界の先覚,,,,78.0×53.5cm,po001838,,,,,,
水産立国ノ為ニ決議衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス昭和三年一月十七日全国水産大会昭和三年一月十七日全国水産大会責任者,,,,80.0×54.0cm,po001839,,,,,,
選ぶ人正しければ選ばれる人正し選挙事務長上川郡比布村字比布村上元吉,,,,54.0×40.0cm,po001840,,,,,,
政見発表演説会政友会公認衆議院議員候補者辯士二月日午時ヨリ於,,,,80.0×54.0cm,po001841,,,,,,
御投票を願ます二月２０月曜日,,,,80.0×54.0cm,po001842,,,,,,
私共は満堂一致と以て人格手腕量と有する三井徳宝先生を最適任者として推薦す有権者諸氏よ若人の意を諒察されよ貴下の清き一票を三井徳宝と御投票下さい昭和維新普選実施のとき全国大学学生同志会候補者推薦委員会,,,,55.0×39.5cm,po001843,,,,,,
政見発表演説会衆議院議員候補者日午時於,,,,55.0×39.5cm,po001844,,,,,,
政友会公認衆議院議員候補者辯士会場二月日前後時より,,,,54.0×39.5cm,po001845,,,,,,
高等商業科貿易科法学科（規則書要郵券２銭）横浜市六角橋試験地及期日横浜、京都、広島、（三月廿四・五日）京城（三月卅・卅一日）札幌（四月一、二日）東京、名古屋、大阪、福岡（四月三、四日）試験科目（一）英語（二）国語（三）他ニ代数幾何商簿ノ内一科目ヲ選定受験（四）口頭試問（五）体格検査（無試験検定入学制アリ）,,,,108.0×39.0cm,po001846,,,,,,
高等商業科（百四十名）貿易科（百名）英独佛支西語各科法学科（七十名）司法類経営管理類横浜市六角橋試験地及期日横浜、名古屋、京都、広島（三月廿四・五日）札幌、京城（三月三・三一日）東京、大阪、福岡（四月三、四日）試験科目（一）英語（二）国語（三）他ニ代数幾何商簿ノ内一科目ヲ選定受験（四）口頭試問（五）体格検査（無試験検定入学制アリ）（規則書要郵券二銭）,,,,108.5×38.0cm,po001847,,,,,,
高等商業科貿易科法学科給費金額第一種年額金一百円以内第二種年額金三百円以内募集人員二十名試験地及期日名古屋、広島（昭和十一年一月四、五日）横浜、京都、福岡（昭和十一年一月六、七日）詳細ハ郵券二銭封入本会宛照合ノコト横浜専門学校（横浜市六角橋）,,,,106.0×38.5cm,po001848,,,,,,
高等商業科（百名）貿易科（百名）英独佛支西語各科法学科（七十名）甲類乙類（規則書要郵券二銭）横浜市六角橋試験地及期日京城（三月廿ニ・三日）京都、広島、横浜（三月廿四・五日）仙台（四月ニ・三日）東京、大阪、名古屋、福岡（四月三・四日）試験科目（一）英語（二）国語（三）他ニ代数幾何商簿ノ内一科目ヲ選定受験（四）口頭試問（五）体格検査（無試験検定入学制アリ）,,,,109.0×39.0cm,po001849,,,,,,
